loan_id,customer_id,loan_type,loan_amount,interest_rate,emi_amount,loan_status
28388,27247,Car Loan,1350617,12.81,22510.28,ACTIVE
28389,23229,Personal Loan,593899,14.29,9898.32,CLOSED
28390,28951,Personal Loan,418515,10.21,6975.25,DEFAULT
28391,39732,Home Loan,3312723,8.79,55212.05,ACTIVE
28392,28133,Home Loan,2536251,10.58,42270.85,ACTIVE
28393,42351,Car Loan,4337302,10.89,72288.37,CLOSED
28394,1915,Car Loan,375058,9.63,6250.97,CLOSED
28395,48067,Personal Loan,3593667,12.18,59894.45,ACTIVE
28396,47443,Home Loan,2155444,8.13,35924.07,CLOSED
28397,44398,Car Loan,2669900,8.4,44498.33,ACTIVE
28398,5890,Home Loan,3239565,11.54,53992.75,DEFAULT
28399,25108,Personal Loan,975916,11.92,16265.27,ACTIVE
28400,45111,Home Loan,781514,9.57,13025.23,CLOSED
28401,38056,Home Loan,1305431,12.02,21757.18,CLOSED
28402,45354,Personal Loan,4279428,11.28,71323.8,CLOSED
28403,30186,Car Loan,4363701,8.97,72728.35,CLOSED
28404,3127,Car Loan,3045008,10.7,50750.13,ACTIVE
28405,15925,Personal Loan,4406354,7.03,73439.23,DEFAULT
28406,37068,Car Loan,4328392,11.43,72139.87,DEFAULT
28407,36404,Personal Loan,3921064,9.81,65351.07,ACTIVE
28408,32616,Personal Loan,4811795,14.53,80196.58,DEFAULT
28409,7187,Car Loan,795785,9.34,13263.08,ACTIVE
28410,16439,Home Loan,4163934,7.26,69398.9,DEFAULT
28411,43766,Car Loan,2159529,7.87,35992.15,ACTIVE
28412,39000,Home Loan,3654577,9.71,60909.62,ACTIVE
28413,16966,Personal Loan,4282459,14.11,71374.32,DEFAULT
28414,17438,Personal Loan,3511200,9.77,58520.0,CLOSED
28415,47672,Personal Loan,3336709,11.85,55611.82,ACTIVE
28416,18640,Home Loan,110631,8.26,1843.85,ACTIVE
28417,37566,Home Loan,1641073,12.59,27351.22,CLOSED
28418,13020,Personal Loan,3377746,9.44,56295.77,ACTIVE
28419,31599,Car Loan,1394788,9.68,23246.47,DEFAULT
28420,45119,Home Loan,2618513,8.45,43641.88,DEFAULT
28421,10466,Home Loan,3123542,9.19,52059.03,ACTIVE
28422,47536,Home Loan,934173,12.68,15569.55,ACTIVE
28423,13060,Car Loan,853024,9.87,14217.07,DEFAULT
28424,4362,Car Loan,3754147,10.96,62569.12,CLOSED
28425,16263,Home Loan,4423550,11.64,73725.83,CLOSED
28426,39701,Home Loan,1657367,13.5,27622.78,DEFAULT
28427,12131,Car Loan,1558365,14.83,25972.75,CLOSED
28428,13389,Home Loan,832977,11.13,13882.95,ACTIVE
28429,274,Home Loan,3185134,12.88,53085.57,CLOSED
28430,46396,Home Loan,915164,8.49,15252.73,ACTIVE
28431,49444,Car Loan,4847657,12.64,80794.28,CLOSED
28432,2991,Car Loan,1018143,10.15,16969.05,DEFAULT
28433,14016,Personal Loan,4474046,8.75,74567.43,CLOSED
28434,21086,Personal Loan,3633358,8.11,60555.97,CLOSED
28435,5196,Car Loan,2422323,13.6,40372.05,DEFAULT
28436,25766,Car Loan,2834672,12.7,47244.53,DEFAULT
28437,19610,Personal Loan,1808576,10.89,30142.93,CLOSED
28438,44890,Car Loan,4868746,10.21,81145.77,CLOSED
28439,44099,Personal Loan,1478475,9.66,24641.25,CLOSED
28440,44993,Car Loan,3289048,8.97,54817.47,CLOSED
28441,21523,Car Loan,845922,10.47,14098.7,ACTIVE
28442,8928,Car Loan,3002312,7.79,50038.53,DEFAULT
28443,309,Home Loan,682384,12.66,11373.07,DEFAULT
28444,21559,Home Loan,3575630,13.66,59593.83,CLOSED
28445,36610,Home Loan,2343133,7.61,39052.22,CLOSED
28446,7934,Car Loan,1390210,13.31,23170.17,ACTIVE
28447,3210,Car Loan,4207503,13.08,70125.05,DEFAULT
28448,44041,Home Loan,2475405,13.27,41256.75,DEFAULT
28449,49689,Personal Loan,2293700,9.78,38228.33,ACTIVE
28450,21534,Home Loan,957966,10.02,15966.1,ACTIVE
28451,6230,Home Loan,3194951,9.34,53249.18,CLOSED
28452,13510,Car Loan,3454976,10.56,57582.93,ACTIVE
28453,486,Home Loan,526963,14.98,8782.72,DEFAULT
28454,26265,Car Loan,2073581,10.09,34559.68,DEFAULT
28455,22573,Home Loan,876333,13.65,14605.55,DEFAULT
28456,8509,Car Loan,1778274,10.31,29637.9,CLOSED
28457,29448,Car Loan,3423185,11.7,57053.08,DEFAULT
28458,37475,Home Loan,1914749,14.84,31912.48,DEFAULT
28459,38639,Personal Loan,4004229,11.09,66737.15,ACTIVE
28460,23846,Personal Loan,4472374,13.54,74539.57,DEFAULT
28461,27947,Home Loan,2733025,13.31,45550.42,CLOSED
28462,16659,Car Loan,991006,11.26,16516.77,DEFAULT
28463,17508,Personal Loan,230370,13.29,3839.5,DEFAULT
28464,31548,Home Loan,250022,13.96,4167.03,ACTIVE
28465,30806,Personal Loan,1328906,7.53,22148.43,ACTIVE
28466,22349,Home Loan,356684,13.08,5944.73,DEFAULT
28467,8000,Personal Loan,1233524,12.97,20558.73,ACTIVE
28468,4108,Car Loan,3318985,7.43,55316.42,ACTIVE
28469,16810,Personal Loan,725212,9.82,12086.87,ACTIVE
28470,21721,Car Loan,3709953,7.54,61832.55,CLOSED
28471,33892,Home Loan,1174577,11.68,19576.28,DEFAULT
28472,3637,Personal Loan,1919357,11.52,31989.28,DEFAULT
28473,25068,Personal Loan,4928388,13.36,82139.8,DEFAULT
28474,23574,Car Loan,3174953,9.24,52915.88,ACTIVE
28475,10724,Car Loan,430584,12.83,7176.4,DEFAULT
28476,16455,Personal Loan,3299781,12.05,54996.35,CLOSED
28477,39482,Personal Loan,2725950,10.08,45432.5,CLOSED
28478,12631,Personal Loan,4526480,10.52,75441.33,CLOSED
28479,22751,Car Loan,108705,8.14,1811.75,CLOSED
28480,15271,Home Loan,2458546,11.73,40975.77,ACTIVE
28481,14146,Personal Loan,4551004,14.16,75850.07,DEFAULT
28482,42136,Personal Loan,4799629,10.79,79993.82,CLOSED
28483,34912,Home Loan,3752073,7.56,62534.55,DEFAULT
28484,28149,Car Loan,1016176,13.49,16936.27,DEFAULT
28485,36215,Car Loan,153629,9.25,2560.48,ACTIVE
28486,15598,Home Loan,836537,11.51,13942.28,DEFAULT
28487,31906,Personal Loan,2817895,7.85,46964.92,ACTIVE
28488,1682,Personal Loan,3635528,8.83,60592.13,CLOSED
28489,25322,Personal Loan,4928309,14.93,82138.48,DEFAULT
28490,11882,Car Loan,4450774,9.03,74179.57,CLOSED
28491,11297,Car Loan,4026141,11.89,67102.35,CLOSED
28492,15060,Car Loan,2192696,11.9,36544.93,ACTIVE
28493,48673,Home Loan,2027922,9.23,33798.7,CLOSED
28494,13800,Car Loan,3664752,7.9,61079.2,ACTIVE
28495,2539,Car Loan,2807165,11.89,46786.08,CLOSED
28496,25000,Home Loan,4046637,7.45,67443.95,CLOSED
28497,24889,Car Loan,4183267,10.15,69721.12,ACTIVE
28498,6930,Home Loan,4231257,9.22,70520.95,CLOSED
28499,42222,Personal Loan,248730,10.59,4145.5,DEFAULT
28500,16611,Car Loan,290553,10.66,4842.55,ACTIVE
28501,3561,Home Loan,4374649,9.11,72910.82,ACTIVE
28502,10775,Car Loan,1462275,11.54,24371.25,DEFAULT
28503,28041,Home Loan,391991,10.48,6533.18,DEFAULT
28504,14249,Car Loan,415542,8.16,6925.7,DEFAULT
28505,18140,Personal Loan,3299519,13.13,54991.98,ACTIVE
28506,16600,Home Loan,4295363,8.73,71589.38,DEFAULT
28507,13049,Personal Loan,127392,11.95,2123.2,DEFAULT
28508,16197,Home Loan,1892620,7.81,31543.67,CLOSED
28509,7834,Home Loan,4595181,14.84,76586.35,DEFAULT
28510,11871,Car Loan,2931894,7.25,48864.9,CLOSED
28511,16951,Personal Loan,81614,11.23,1360.23,DEFAULT
28512,38932,Car Loan,2009178,13.42,33486.3,ACTIVE
28513,20860,Personal Loan,1535911,12.31,25598.52,CLOSED
28514,12739,Home Loan,1062047,7.68,17700.78,DEFAULT
28515,35003,Personal Loan,1113226,12.09,18553.77,ACTIVE
28516,36660,Car Loan,3485671,9.08,58094.52,CLOSED
28517,38089,Car Loan,3835543,7.18,63925.72,CLOSED
28518,26716,Personal Loan,825686,9.9,13761.43,CLOSED
28519,36569,Personal Loan,231488,9.02,3858.13,ACTIVE
28520,27633,Car Loan,4275731,11.65,71262.18,CLOSED
28521,36067,Car Loan,279230,14.29,4653.83,ACTIVE
28522,26911,Personal Loan,265231,13.27,4420.52,CLOSED
28523,8206,Personal Loan,412461,14.77,6874.35,ACTIVE
28524,37387,Personal Loan,1017721,14.18,16962.02,CLOSED
28525,3138,Personal Loan,2641718,9.32,44028.63,CLOSED
28526,18612,Personal Loan,2979618,8.67,49660.3,DEFAULT
28527,1237,Personal Loan,3711730,9.81,61862.17,DEFAULT
28528,23566,Car Loan,806151,8.33,13435.85,ACTIVE
28529,11510,Home Loan,2547906,10.34,42465.1,ACTIVE
28530,41291,Home Loan,3727977,14.5,62132.95,CLOSED
28531,18303,Home Loan,2969267,9.04,49487.78,ACTIVE
28532,26801,Personal Loan,2259012,12.39,37650.2,ACTIVE
28533,26440,Personal Loan,1337247,10.23,22287.45,ACTIVE
28534,22150,Home Loan,2119131,13.84,35318.85,DEFAULT
28535,2821,Car Loan,2550958,7.47,42515.97,CLOSED
28536,12688,Personal Loan,319882,9.94,5331.37,CLOSED
28537,16829,Home Loan,3185789,10.6,53096.48,ACTIVE
28538,19096,Personal Loan,1988326,9.43,33138.77,ACTIVE
28539,764,Car Loan,692377,8.19,11539.62,CLOSED
28540,20326,Personal Loan,4332048,8.39,72200.8,DEFAULT
28541,41208,Home Loan,2957724,14.22,49295.4,DEFAULT
28542,23947,Personal Loan,3810895,13.78,63514.92,ACTIVE
28543,45356,Car Loan,4911393,10.79,81856.55,CLOSED
28544,9746,Home Loan,621021,11.55,10350.35,ACTIVE
28545,10376,Personal Loan,4307170,7.4,71786.17,ACTIVE
28546,34199,Personal Loan,1844708,10.08,30745.13,DEFAULT
28547,34226,Personal Loan,4573576,8.4,76226.27,CLOSED
28548,33792,Home Loan,250912,8.75,4181.87,CLOSED
28549,34468,Home Loan,3821124,10.62,63685.4,CLOSED
28550,4385,Car Loan,276754,9.19,4612.57,CLOSED
28551,48048,Car Loan,196292,13.45,3271.53,DEFAULT
28552,20457,Home Loan,678112,7.36,11301.87,ACTIVE
28553,33329,Home Loan,1127893,14.19,18798.22,CLOSED
28554,27315,Personal Loan,3547154,10.35,59119.23,ACTIVE
28555,43801,Home Loan,461907,11.11,7698.45,ACTIVE
28556,8456,Home Loan,3719309,11.99,61988.48,DEFAULT
28557,16373,Car Loan,3642043,9.31,60700.72,ACTIVE
28558,31946,Home Loan,2766362,14.47,46106.03,CLOSED
28559,11451,Personal Loan,2748160,9.51,45802.67,CLOSED
28560,42531,Car Loan,1380490,14.21,23008.17,CLOSED
28561,35456,Home Loan,3672415,11.69,61206.92,CLOSED
28562,3641,Car Loan,1530798,9.2,25513.3,DEFAULT
28563,47297,Home Loan,4598623,9.65,76643.72,CLOSED
28564,38764,Home Loan,3941819,9.35,65696.98,CLOSED
28565,22695,Home Loan,617668,8.65,10294.47,DEFAULT
28566,39636,Personal Loan,3533434,12.41,58890.57,CLOSED
28567,40036,Personal Loan,515275,10.98,8587.92,CLOSED
28568,27112,Home Loan,2234826,8.21,37247.1,CLOSED
28569,36668,Personal Loan,68407,9.36,1140.12,CLOSED
28570,28397,Personal Loan,4407707,12.46,73461.78,CLOSED
28571,22026,Home Loan,4647073,11.6,77451.22,CLOSED
28572,42878,Car Loan,2063237,12.89,34387.28,CLOSED
28573,9451,Personal Loan,2322502,12.97,38708.37,DEFAULT
28574,3730,Home Loan,3434248,10.93,57237.47,DEFAULT
28575,21085,Car Loan,3238863,12.25,53981.05,DEFAULT
28576,16876,Personal Loan,654761,12.12,10912.68,DEFAULT
28577,46618,Car Loan,1460067,8.39,24334.45,CLOSED
28578,41212,Personal Loan,668424,10.87,11140.4,CLOSED
28579,228,Personal Loan,3619494,9.37,60324.9,DEFAULT
28580,43551,Home Loan,660892,8.44,11014.87,ACTIVE
28581,4045,Personal Loan,544786,13.39,9079.77,DEFAULT
28582,27746,Car Loan,4844616,14.12,80743.6,CLOSED
28583,48804,Car Loan,3140940,8.67,52349.0,DEFAULT
28584,47553,Personal Loan,2542022,12.25,42367.03,CLOSED
28585,665,Home Loan,3588266,13.34,59804.43,CLOSED
28586,33712,Home Loan,2596410,12.64,43273.5,ACTIVE
28587,20541,Home Loan,4085403,8.45,68090.05,ACTIVE
28588,27894,Personal Loan,3040373,13.47,50672.88,DEFAULT
28589,9510,Car Loan,594097,10.98,9901.62,CLOSED
28590,17045,Home Loan,1200440,9.51,20007.33,DEFAULT
28591,32130,Car Loan,1204846,12.59,20080.77,DEFAULT
28592,45059,Personal Loan,4590198,8.99,76503.3,ACTIVE
28593,45408,Car Loan,2593427,14.89,43223.78,DEFAULT
28594,40885,Home Loan,4704665,13.67,78411.08,CLOSED
28595,41387,Car Loan,3579340,12.18,59655.67,ACTIVE
28596,38378,Car Loan,2233992,14.82,37233.2,CLOSED
28597,8928,Car Loan,2330159,8.1,38835.98,ACTIVE
28598,18397,Car Loan,2101004,10.66,35016.73,ACTIVE
28599,13231,Personal Loan,3859716,7.69,64328.6,DEFAULT
28600,8165,Home Loan,330891,9.53,5514.85,ACTIVE
28601,1551,Personal Loan,370838,11.21,6180.63,ACTIVE
28602,3088,Car Loan,2651226,10.94,44187.1,DEFAULT
28603,4665,Car Loan,4708620,7.63,78477.0,DEFAULT
28604,25435,Car Loan,1934052,11.48,32234.2,ACTIVE
28605,16083,Personal Loan,3623795,12.98,60396.58,ACTIVE
28606,39005,Car Loan,3883184,8.19,64719.73,CLOSED
28607,18790,Car Loan,1302921,11.05,21715.35,DEFAULT
28608,1142,Personal Loan,3744777,7.28,62412.95,CLOSED
28609,37420,Home Loan,732849,9.93,12214.15,CLOSED
28610,39320,Personal Loan,1588371,11.58,26472.85,DEFAULT
28611,30647,Car Loan,614922,14.46,10248.7,ACTIVE
28612,19969,Car Loan,258486,7.24,4308.1,CLOSED
28613,38707,Personal Loan,4058837,12.12,67647.28,DEFAULT
28614,31329,Car Loan,1151245,12.15,19187.42,CLOSED
28615,23994,Car Loan,3213068,11.42,53551.13,DEFAULT
28616,44488,Personal Loan,2196155,13.02,36602.58,DEFAULT
28617,40934,Home Loan,3846778,9.05,64112.97,CLOSED
28618,6023,Car Loan,4482298,9.34,74704.97,ACTIVE
28619,44108,Personal Loan,164168,13.05,2736.13,CLOSED
28620,24543,Home Loan,3484732,11.61,58078.87,ACTIVE
28621,27655,Home Loan,574414,9.78,9573.57,ACTIVE
28622,12422,Car Loan,1726361,12.82,28772.68,ACTIVE
28623,1972,Home Loan,4790992,9.23,79849.87,CLOSED
28624,14220,Personal Loan,2656037,9.42,44267.28,DEFAULT
28625,9275,Personal Loan,1750942,10.13,29182.37,CLOSED
28626,28819,Car Loan,3727910,12.96,62131.83,ACTIVE
28627,21278,Personal Loan,4844688,11.75,80744.8,DEFAULT
28628,6857,Personal Loan,1790125,7.69,29835.42,ACTIVE
28629,44242,Car Loan,748685,12.61,12478.08,DEFAULT
28630,2904,Home Loan,1092934,13.11,18215.57,ACTIVE
28631,10873,Personal Loan,2200198,11.52,36669.97,ACTIVE
28632,31392,Personal Loan,4641052,14.73,77350.87,DEFAULT
28633,29765,Car Loan,4479645,9.13,74660.75,ACTIVE
28634,5199,Personal Loan,3315668,12.49,55261.13,ACTIVE
28635,20623,Personal Loan,2250877,11.19,37514.62,DEFAULT
28636,3243,Car Loan,2059168,12.86,34319.47,DEFAULT
28637,44049,Personal Loan,2938144,11.39,48969.07,ACTIVE
28638,20298,Personal Loan,1807024,8.59,30117.07,DEFAULT
28639,42682,Car Loan,2036157,8.92,33935.95,CLOSED
28640,36295,Home Loan,4043365,8.33,67389.42,CLOSED
28641,32853,Personal Loan,2090699,12.32,34844.98,ACTIVE
28642,16827,Car Loan,2712927,7.35,45215.45,DEFAULT
28643,25650,Personal Loan,1401187,14.28,23353.12,CLOSED
28644,29042,Home Loan,1084815,12.72,18080.25,DEFAULT
28645,27343,Personal Loan,1851552,7.17,30859.2,CLOSED
28646,7714,Car Loan,958598,12.64,15976.63,CLOSED
28647,42929,Car Loan,455222,11.41,7587.03,DEFAULT
28648,15174,Car Loan,3288050,7.19,54800.83,ACTIVE
28649,33797,Personal Loan,4769123,12.34,79485.38,ACTIVE
28650,29103,Personal Loan,1410462,13.93,23507.7,ACTIVE
28651,37385,Car Loan,4609721,14.18,76828.68,DEFAULT
28652,11161,Personal Loan,1867162,7.54,31119.37,CLOSED
28653,37494,Personal Loan,2218157,9.54,36969.28,DEFAULT
28654,21047,Home Loan,4730187,11.46,78836.45,ACTIVE
28655,34290,Car Loan,4409806,10.34,73496.77,ACTIVE
28656,43472,Home Loan,3386703,7.12,56445.05,DEFAULT
28657,40028,Home Loan,2133015,8.15,35550.25,ACTIVE
28658,34331,Home Loan,617774,9.9,10296.23,CLOSED
28659,7998,Car Loan,3091536,8.41,51525.6,CLOSED
28660,16712,Personal Loan,4652837,12.16,77547.28,CLOSED
28661,12378,Personal Loan,3098103,10.47,51635.05,CLOSED
28662,34888,Home Loan,3335255,13.51,55587.58,CLOSED
28663,36008,Personal Loan,3472059,14.95,57867.65,CLOSED
28664,35287,Home Loan,3491388,14.84,58189.8,ACTIVE
28665,13283,Car Loan,4989646,8.28,83160.77,DEFAULT
28666,37099,Home Loan,1651050,10.64,27517.5,ACTIVE
28667,9726,Home Loan,4796978,12.1,79949.63,ACTIVE
28668,49991,Home Loan,2678612,12.11,44643.53,CLOSED
28669,38610,Car Loan,1465263,9.41,24421.05,DEFAULT
28670,37830,Home Loan,3266924,14.93,54448.73,DEFAULT
28671,21533,Home Loan,3018609,14.81,50310.15,CLOSED
28672,1423,Car Loan,2207851,14.89,36797.52,DEFAULT
28673,6051,Home Loan,322334,11.04,5372.23,CLOSED
28674,29878,Car Loan,1794658,12.55,29910.97,CLOSED
28675,11510,Personal Loan,2393755,10.1,39895.92,ACTIVE
28676,26338,Car Loan,4305883,12.59,71764.72,ACTIVE
28677,29590,Car Loan,184571,10.51,3076.18,DEFAULT
28678,41945,Home Loan,2902280,13.45,48371.33,CLOSED
28679,49918,Personal Loan,2041352,9.15,34022.53,CLOSED
28680,1884,Car Loan,2102393,13.77,35039.88,DEFAULT
28681,29718,Car Loan,2112042,10.97,35200.7,ACTIVE
28682,24971,Car Loan,2534588,8.23,42243.13,CLOSED
28683,40919,Car Loan,3870824,12.5,64513.73,ACTIVE
28684,15400,Car Loan,2231355,13.58,37189.25,ACTIVE
28685,28386,Home Loan,4901408,14.09,81690.13,ACTIVE
28686,13146,Home Loan,1812294,7.61,30204.9,ACTIVE
28687,20510,Personal Loan,1345266,7.45,22421.1,ACTIVE
28688,33600,Personal Loan,2318508,11.47,38641.8,ACTIVE
28689,46024,Personal Loan,614881,7.94,10248.02,ACTIVE
28690,24846,Car Loan,402800,10.43,6713.33,CLOSED
28691,28006,Car Loan,2475514,8.18,41258.57,CLOSED
28692,38276,Personal Loan,3381854,14.41,56364.23,ACTIVE
28693,32183,Home Loan,530893,11.41,8848.22,ACTIVE
28694,33321,Personal Loan,2904223,14.69,48403.72,ACTIVE
28695,23479,Home Loan,176423,12.95,2940.38,CLOSED
28696,1890,Personal Loan,318255,13.39,5304.25,ACTIVE
28697,18121,Home Loan,3444081,10.37,57401.35,ACTIVE
28698,26728,Car Loan,2381625,9.92,39693.75,ACTIVE
28699,20817,Home Loan,3731220,11.92,62187.0,DEFAULT
28700,4283,Car Loan,1341160,9.35,22352.67,CLOSED
28701,14974,Car Loan,1641938,9.31,27365.63,CLOSED
28702,1610,Personal Loan,1310677,7.99,21844.62,ACTIVE
28703,35145,Personal Loan,2889756,7.26,48162.6,DEFAULT
28704,19492,Personal Loan,4103202,8.68,68386.7,ACTIVE
28705,47169,Personal Loan,4207281,12.75,70121.35,CLOSED
28706,46457,Home Loan,3552860,13.01,59214.33,ACTIVE
28707,20189,Home Loan,3533052,8.9,58884.2,ACTIVE
28708,42087,Home Loan,3479894,14.62,57998.23,DEFAULT
28709,18674,Home Loan,1075476,12.24,17924.6,DEFAULT
28710,22825,Personal Loan,500389,9.77,8339.82,DEFAULT
28711,35038,Car Loan,4729087,14.49,78818.12,DEFAULT
28712,28347,Personal Loan,3963412,8.25,66056.87,DEFAULT
28713,24834,Personal Loan,3503270,14.22,58387.83,ACTIVE
28714,21058,Home Loan,3383766,13.83,56396.1,ACTIVE
28715,19717,Personal Loan,1304558,11.99,21742.63,DEFAULT
28716,42532,Personal Loan,4325256,9.4,72087.6,DEFAULT
28717,5004,Car Loan,2843992,8.93,47399.87,DEFAULT
28718,21273,Personal Loan,2456362,11.5,40939.37,ACTIVE
28719,42449,Car Loan,1325505,10.55,22091.75,ACTIVE
28720,31109,Home Loan,3572323,11.78,59538.72,DEFAULT
28721,37658,Car Loan,2848845,13.11,47480.75,ACTIVE
28722,18528,Personal Loan,4759323,11.79,79322.05,CLOSED
28723,40601,Personal Loan,411008,9.26,6850.13,DEFAULT
28724,22751,Personal Loan,4107882,8.45,68464.7,CLOSED
28725,31793,Home Loan,2320536,11.96,38675.6,ACTIVE
28726,41051,Home Loan,592844,7.97,9880.73,CLOSED
28727,39636,Car Loan,1645800,11.78,27430.0,ACTIVE
28728,23381,Personal Loan,3129125,14.76,52152.08,CLOSED
28729,9158,Personal Loan,518111,12.58,8635.18,DEFAULT
28730,49104,Personal Loan,2626125,14.92,43768.75,DEFAULT
28731,19694,Personal Loan,291564,10.56,4859.4,DEFAULT
28732,18847,Home Loan,4567728,8.81,76128.8,CLOSED
28733,33162,Car Loan,527999,7.52,8799.98,CLOSED
28734,19082,Personal Loan,1044019,12.7,17400.32,DEFAULT
28735,12233,Home Loan,2947576,11.23,49126.27,ACTIVE
28736,26116,Personal Loan,3375182,13.91,56253.03,CLOSED
28737,916,Car Loan,1846400,12.97,30773.33,CLOSED
28738,49736,Personal Loan,467998,12.55,7799.97,ACTIVE
28739,15148,Home Loan,4084665,8.37,68077.75,CLOSED
28740,19695,Car Loan,751620,11.93,12527.0,ACTIVE
28741,10542,Home Loan,4001699,9.87,66694.98,ACTIVE
28742,39856,Home Loan,3373196,10.16,56219.93,ACTIVE
28743,46758,Personal Loan,591785,13.94,9863.08,CLOSED
28744,24722,Personal Loan,4162814,8.79,69380.23,DEFAULT
28745,12366,Personal Loan,3830642,12.43,63844.03,CLOSED
28746,32662,Home Loan,2335159,10.95,38919.32,DEFAULT
28747,9982,Car Loan,2559304,11.03,42655.07,CLOSED
28748,29567,Car Loan,2043260,11.68,34054.33,CLOSED
28749,15438,Personal Loan,4571450,10.87,76190.83,CLOSED
28750,18513,Home Loan,3245929,10.74,54098.82,ACTIVE
28751,16026,Personal Loan,3186049,11.15,53100.82,ACTIVE
28752,7908,Home Loan,1255374,7.43,20922.9,ACTIVE
28753,10582,Home Loan,1943215,10.24,32386.92,DEFAULT
28754,16341,Home Loan,2215519,10.96,36925.32,DEFAULT
28755,35034,Personal Loan,383331,11.68,6388.85,DEFAULT
28756,9123,Home Loan,3855954,10.83,64265.9,ACTIVE
28757,15928,Home Loan,2572941,11.54,42882.35,CLOSED
28758,4889,Car Loan,1733432,9.34,28890.53,DEFAULT
28759,18399,Car Loan,2832308,14.86,47205.13,DEFAULT
28760,33242,Home Loan,4171109,7.12,69518.48,CLOSED
28761,44187,Home Loan,3975082,11.51,66251.37,ACTIVE
28762,49064,Car Loan,2719044,9.58,45317.4,DEFAULT
28763,12966,Car Loan,4908072,12.53,81801.2,CLOSED
28764,16247,Home Loan,4391274,10.45,73187.9,DEFAULT
28765,45234,Personal Loan,2230214,13.01,37170.23,ACTIVE
28766,8539,Personal Loan,2319157,12.44,38652.62,DEFAULT
28767,1836,Car Loan,2060649,7.87,34344.15,DEFAULT
28768,49528,Home Loan,4162858,13.11,69380.97,CLOSED
28769,40527,Personal Loan,2340054,8.92,39000.9,DEFAULT
28770,39648,Personal Loan,4399244,14.64,73320.73,CLOSED
28771,40018,Home Loan,3247758,12.99,54129.3,CLOSED
28772,47531,Car Loan,3715487,10.04,61924.78,DEFAULT
28773,27560,Car Loan,2014170,12.61,33569.5,CLOSED
28774,6877,Home Loan,1196692,9.31,19944.87,ACTIVE
28775,26877,Car Loan,3749776,11.65,62496.27,CLOSED
28776,18570,Personal Loan,1431748,13.74,23862.47,ACTIVE
28777,20695,Home Loan,422120,14.84,7035.33,ACTIVE
28778,13365,Car Loan,4889644,12.52,81494.07,CLOSED
28779,25927,Home Loan,691364,11.64,11522.73,CLOSED
28780,20279,Car Loan,4717445,9.55,78624.08,ACTIVE
28781,47547,Home Loan,2379395,8.15,39656.58,CLOSED
28782,45486,Car Loan,3093968,11.87,51566.13,DEFAULT
28783,11203,Personal Loan,4143201,8.98,69053.35,CLOSED
28784,5426,Personal Loan,2209628,13.58,36827.13,DEFAULT
28785,47732,Home Loan,3912797,9.39,65213.28,DEFAULT
28786,6254,Car Loan,2663573,11.06,44392.88,DEFAULT
28787,35028,Car Loan,4465773,12.55,74429.55,CLOSED
28788,15327,Car Loan,3683749,8.64,61395.82,ACTIVE
28789,33732,Personal Loan,2080696,14.21,34678.27,CLOSED
28790,10870,Personal Loan,4345737,14.25,72428.95,CLOSED
28791,29746,Home Loan,1432800,12.86,23880.0,DEFAULT
28792,44196,Car Loan,598684,12.5,9978.07,CLOSED
28793,20116,Home Loan,4837145,9.6,80619.08,ACTIVE
28794,38546,Car Loan,631203,7.42,10520.05,ACTIVE
28795,46817,Home Loan,2941628,7.51,49027.13,DEFAULT
28796,37020,Personal Loan,1820660,8.98,30344.33,ACTIVE
28797,31232,Car Loan,2137626,7.96,35627.1,DEFAULT
28798,14207,Personal Loan,1952085,13.82,32534.75,DEFAULT
28799,31079,Car Loan,2053213,9.37,34220.22,DEFAULT
28800,6282,Personal Loan,3986755,13.15,66445.92,ACTIVE
28801,9262,Car Loan,768626,8.05,12810.43,CLOSED
28802,40950,Car Loan,107697,12.16,1794.95,ACTIVE
28803,18724,Home Loan,375549,14.66,6259.15,ACTIVE
28804,10574,Car Loan,2875785,13.44,47929.75,CLOSED
28805,32777,Personal Loan,3902866,11.68,65047.77,CLOSED
28806,31802,Home Loan,1783657,12.96,29727.62,DEFAULT
28807,35423,Personal Loan,564240,8.79,9404.0,CLOSED
28808,240,Car Loan,2077463,13.29,34624.38,DEFAULT
28809,22358,Home Loan,2375919,7.68,39598.65,ACTIVE
28810,29974,Personal Loan,2377733,10.47,39628.88,ACTIVE
28811,30305,Personal Loan,3865414,13.95,64423.57,ACTIVE
28812,20971,Personal Loan,321952,8.34,5365.87,DEFAULT
28813,17285,Personal Loan,414599,14.74,6909.98,ACTIVE
28814,11149,Home Loan,260618,9.05,4343.63,ACTIVE
28815,12655,Car Loan,1803964,10.44,30066.07,CLOSED
28816,43339,Home Loan,377204,10.67,6286.73,CLOSED
28817,46093,Personal Loan,1929258,7.06,32154.3,DEFAULT
28818,19903,Home Loan,4816379,13.45,80272.98,CLOSED
28819,14162,Home Loan,4031598,7.1,67193.3,CLOSED
28820,39851,Personal Loan,1098638,9.11,18310.63,ACTIVE
28821,8124,Home Loan,194833,11.29,3247.22,DEFAULT
28822,2105,Personal Loan,2899750,12.41,48329.17,CLOSED
28823,4300,Home Loan,274980,14.96,4583.0,ACTIVE
28824,36307,Home Loan,285412,13.18,4756.87,CLOSED
28825,16406,Personal Loan,2523144,12.42,42052.4,DEFAULT
28826,28173,Personal Loan,3860176,13.14,64336.27,ACTIVE
