account_id,customer_id,branch_id,account_type,balance,account_status
39115,35653,5,Current,313283.84,INACTIVE
39116,40734,3,Savings,11074.98,ACTIVE
39117,39298,3,Current,428506.52,ACTIVE
39118,25515,3,Current,373951.65,INACTIVE
39119,31235,5,Current,318431.14,ACTIVE
39120,20485,5,Savings,109754.65,INACTIVE
39121,31071,1,Savings,88855.0,INACTIVE
39122,8834,3,Current,426668.75,INACTIVE
39123,3225,3,Current,464111.18,INACTIVE
39124,49358,2,Savings,475013.12,ACTIVE
39125,17660,4,Current,37896.64,INACTIVE
39126,12809,5,Current,321173.57,ACTIVE
39127,46620,2,Savings,408453.58,INACTIVE
39128,26126,4,Current,357423.75,INACTIVE
39129,10274,2,Current,69307.38,INACTIVE
39130,8468,2,Savings,8197.68,INACTIVE
39131,8924,4,Savings,269600.55,ACTIVE
39132,21650,3,Savings,275170.55,INACTIVE
39133,48183,4,Savings,224009.2,INACTIVE
39134,43333,2,Current,298505.36,INACTIVE
39135,15103,4,Savings,10620.58,INACTIVE
39136,33688,4,Savings,387679.08,INACTIVE
39137,17983,3,Savings,480847.06,ACTIVE
39138,38185,3,Savings,247903.27,INACTIVE
39139,26693,3,Current,335140.6,INACTIVE
39140,42470,4,Current,440171.99,ACTIVE
39141,16959,3,Savings,5607.08,ACTIVE
39142,31287,3,Current,171130.54,ACTIVE
39143,33270,4,Current,370663.72,ACTIVE
39144,6990,3,Current,308867.81,INACTIVE
39145,27513,3,Current,429364.05,INACTIVE
39146,17212,1,Savings,11252.73,INACTIVE
39147,6706,3,Current,240015.18,INACTIVE
39148,38765,1,Savings,95081.74,ACTIVE
39149,6470,4,Current,475817.72,INACTIVE
39150,45197,2,Current,390544.28,INACTIVE
39151,14245,2,Current,48564.53,INACTIVE
39152,9261,1,Current,444878.56,ACTIVE
39153,49040,3,Savings,211866.54,ACTIVE
39154,18200,1,Current,469278.78,ACTIVE
39155,8595,5,Savings,449826.28,INACTIVE
39156,21971,2,Current,233483.77,ACTIVE
39157,13781,3,Savings,474314.53,INACTIVE
39158,45049,1,Savings,254885.34,INACTIVE
39159,31179,2,Savings,17390.22,INACTIVE
39160,44955,2,Current,318673.96,ACTIVE
39161,39632,5,Savings,297720.21,ACTIVE
39162,6918,1,Savings,232247.04,INACTIVE
39163,35818,2,Savings,258988.82,INACTIVE
39164,30451,3,Current,249771.81,ACTIVE
39165,43820,5,Current,247707.75,INACTIVE
39166,2943,5,Savings,147400.99,INACTIVE
39167,6122,4,Savings,236727.83,INACTIVE
39168,34575,5,Savings,189682.88,ACTIVE
39169,39413,2,Savings,487263.04,ACTIVE
39170,36117,3,Current,153847.06,INACTIVE
39171,2532,3,Current,376048.06,INACTIVE
39172,11923,1,Savings,10400.83,INACTIVE
39173,4346,3,Current,316009.73,INACTIVE
39174,16768,2,Current,105924.81,ACTIVE
39175,8748,2,Savings,279760.34,INACTIVE
39176,46546,3,Current,275701.27,INACTIVE
39177,7927,2,Savings,251311.14,INACTIVE
39178,46271,4,Current,33486.02,ACTIVE
39179,13178,3,Current,211076.19,INACTIVE
39180,13484,5,Savings,249019.01,INACTIVE
39181,24694,3,Savings,469000.76,ACTIVE
39182,27682,1,Savings,350026.89,INACTIVE
39183,38519,5,Savings,121555.65,INACTIVE
39184,30449,4,Savings,122417.21,ACTIVE
39185,41871,4,Savings,101259.18,ACTIVE
39186,42051,2,Current,72473.28,INACTIVE
39187,29382,4,Savings,486958.08,INACTIVE
39188,18790,4,Current,395501.98,INACTIVE
39189,1878,4,Current,193225.56,ACTIVE
39190,8763,1,Savings,486441.86,ACTIVE
39191,22905,5,Current,13945.13,INACTIVE
39192,38121,2,Savings,44549.21,ACTIVE
39193,19434,4,Current,186931.69,ACTIVE
39194,24324,5,Savings,21192.1,INACTIVE
39195,46577,5,Savings,372861.66,INACTIVE
39196,6558,5,Savings,122300.18,INACTIVE
39197,28131,3,Current,88661.62,INACTIVE
39198,30419,2,Current,45620.46,ACTIVE
39199,4231,3,Savings,470902.33,INACTIVE
39200,975,3,Current,206458.84,INACTIVE
39201,622,2,Savings,331934.3,ACTIVE
39202,33573,3,Savings,217262.47,ACTIVE
39203,11672,4,Savings,300393.67,ACTIVE
39204,1705,5,Current,497812.15,INACTIVE
39205,41087,5,Current,11469.32,ACTIVE
39206,19200,3,Savings,23050.31,ACTIVE
39207,14579,5,Current,225838.99,ACTIVE
39208,14,4,Current,237223.65,ACTIVE
39209,7952,1,Savings,63010.49,INACTIVE
39210,20943,1,Current,423026.27,ACTIVE
39211,31389,1,Current,273750.04,INACTIVE
39212,11896,1,Current,235118.31,INACTIVE
39213,23789,3,Savings,276993.95,INACTIVE
39214,31278,5,Savings,83048.69,INACTIVE
39215,2917,5,Current,483579.03,INACTIVE
39216,30573,4,Savings,300252.09,INACTIVE
39217,24721,1,Savings,261993.91,INACTIVE
39218,45003,4,Savings,285023.92,INACTIVE
39219,14504,5,Savings,480182.54,INACTIVE
39220,41471,1,Current,39617.44,ACTIVE
39221,13875,1,Savings,184310.6,ACTIVE
39222,49811,1,Current,28584.98,INACTIVE
39223,16243,1,Savings,10956.49,ACTIVE
39224,47642,2,Current,89919.15,INACTIVE
39225,48392,2,Savings,340257.98,ACTIVE
39226,37810,5,Current,90844.96,INACTIVE
39227,15961,5,Current,341801.56,ACTIVE
39228,14160,5,Current,130976.39,ACTIVE
39229,26527,5,Current,106466.82,ACTIVE
39230,49452,1,Savings,355685.07,ACTIVE
39231,33461,5,Current,150169.56,INACTIVE
39232,35778,5,Savings,359466.19,ACTIVE
39233,45472,4,Current,123120.7,INACTIVE
39234,18948,2,Current,205615.04,INACTIVE
39235,48375,5,Current,329065.13,INACTIVE
39236,14852,5,Savings,272993.96,INACTIVE
39237,22313,3,Savings,138104.64,INACTIVE
39238,45402,2,Savings,457163.63,INACTIVE
39239,14709,5,Current,416433.27,INACTIVE
39240,19892,2,Savings,136405.09,ACTIVE
39241,20310,2,Current,82006.34,ACTIVE
39242,26968,5,Savings,109424.51,ACTIVE
39243,7217,5,Current,485612.68,ACTIVE
39244,25562,4,Savings,40098.55,INACTIVE
39245,48453,2,Current,194716.5,INACTIVE
39246,15115,4,Savings,354891.32,ACTIVE
39247,5945,1,Savings,31462.68,INACTIVE
39248,13660,2,Savings,355753.29,INACTIVE
39249,8142,1,Current,95288.95,INACTIVE
39250,49150,4,Current,345264.15,ACTIVE
39251,18354,3,Savings,489129.72,ACTIVE
39252,48679,3,Savings,392048.46,ACTIVE
39253,7012,3,Current,207933.56,INACTIVE
39254,10078,4,Savings,387292.74,INACTIVE
39255,7837,1,Current,404682.4,ACTIVE
39256,16964,5,Current,92405.86,INACTIVE
39257,47538,2,Savings,428568.35,INACTIVE
39258,32588,1,Savings,262941.46,INACTIVE
39259,37853,3,Savings,318938.85,ACTIVE
39260,22498,3,Current,176790.33,INACTIVE
39261,47038,4,Current,110709.01,INACTIVE
39262,12504,4,Savings,158327.2,INACTIVE
39263,21988,2,Current,399664.35,ACTIVE
39264,28934,5,Savings,362813.37,INACTIVE
39265,36405,5,Current,394694.35,INACTIVE
39266,27893,2,Current,216924.99,INACTIVE
39267,947,4,Current,186399.29,ACTIVE
39268,3721,1,Savings,403661.2,INACTIVE
39269,33680,1,Savings,425868.88,INACTIVE
39270,11109,3,Current,275102.14,ACTIVE
39271,122,3,Savings,206136.76,INACTIVE
39272,25834,2,Savings,476335.08,ACTIVE
39273,38719,5,Savings,147923.06,INACTIVE
39274,28789,5,Current,351813.86,INACTIVE
39275,41431,5,Current,42882.8,INACTIVE
39276,24620,2,Savings,338393.22,INACTIVE
39277,46988,5,Current,142199.49,INACTIVE
39278,15750,2,Current,43726.56,ACTIVE
39279,28872,2,Savings,103576.0,ACTIVE
39280,33967,4,Current,481758.75,ACTIVE
39281,43561,2,Savings,300950.11,INACTIVE
39282,3462,2,Savings,296017.42,ACTIVE
39283,48189,4,Savings,355244.15,INACTIVE
39284,23174,1,Savings,107900.75,INACTIVE
39285,19726,3,Current,126135.79,ACTIVE
39286,30457,5,Current,285938.78,INACTIVE
39287,17249,3,Current,150364.55,INACTIVE
39288,38143,1,Savings,497011.57,INACTIVE
39289,28236,5,Current,415519.47,INACTIVE
39290,12443,5,Current,375597.23,ACTIVE
39291,41067,5,Current,394770.26,INACTIVE
39292,13215,5,Savings,18605.98,ACTIVE
39293,25959,3,Savings,470472.94,ACTIVE
39294,17656,5,Savings,76120.14,ACTIVE
39295,2472,4,Savings,271662.86,INACTIVE
39296,19660,1,Current,290606.77,ACTIVE
39297,3872,4,Savings,265525.24,ACTIVE
39298,48582,4,Savings,134547.95,ACTIVE
39299,44527,5,Savings,376590.6,INACTIVE
39300,1980,1,Current,390812.8,INACTIVE
39301,24862,5,Savings,494235.81,INACTIVE
39302,8042,4,Savings,350491.82,ACTIVE
39303,19404,1,Current,285573.37,INACTIVE
39304,14264,5,Current,357538.11,ACTIVE
39305,14390,5,Current,402108.85,ACTIVE
39306,8510,4,Current,483288.75,ACTIVE
39307,12569,4,Savings,73014.2,ACTIVE
39308,22757,5,Savings,217594.75,ACTIVE
39309,31886,3,Savings,489044.86,ACTIVE
39310,46391,5,Savings,100085.77,ACTIVE
39311,34418,1,Current,480021.18,ACTIVE
39312,23627,3,Savings,234567.01,ACTIVE
39313,10444,5,Savings,143313.98,ACTIVE
39314,14377,3,Savings,180391.91,ACTIVE
39315,46072,5,Current,121764.61,INACTIVE
39316,7693,1,Savings,259130.23,ACTIVE
39317,39964,3,Current,109686.54,ACTIVE
39318,29623,2,Savings,209594.11,INACTIVE
39319,27245,4,Current,468893.29,ACTIVE
39320,30567,5,Current,311529.35,ACTIVE
39321,33652,5,Current,433604.55,INACTIVE
39322,37891,4,Savings,456856.68,INACTIVE
39323,30395,2,Current,267591.62,INACTIVE
39324,12013,3,Savings,470959.97,ACTIVE
39325,24114,3,Savings,389437.88,ACTIVE
39326,810,3,Savings,87253.87,ACTIVE
39327,42926,1,Savings,451841.09,ACTIVE
39328,15877,4,Current,169067.33,ACTIVE
39329,47969,2,Current,242294.68,INACTIVE
39330,19298,3,Current,301605.25,ACTIVE
39331,49699,2,Current,169990.34,INACTIVE
39332,12108,3,Savings,163923.98,ACTIVE
39333,30733,4,Savings,486418.62,INACTIVE
39334,33802,3,Savings,453143.78,ACTIVE
39335,13927,2,Current,498793.14,ACTIVE
39336,31703,3,Savings,19885.36,INACTIVE
39337,48739,5,Savings,429068.62,INACTIVE
39338,30816,2,Current,10448.55,INACTIVE
39339,21985,3,Current,183596.53,ACTIVE
39340,654,4,Savings,241705.16,ACTIVE
39341,26568,4,Savings,164537.11,INACTIVE
39342,47355,1,Current,62914.86,INACTIVE
39343,29886,3,Savings,370173.6,ACTIVE
39344,19115,5,Savings,109941.33,ACTIVE
39345,14356,3,Current,20119.37,INACTIVE
39346,33045,5,Current,299185.56,ACTIVE
39347,571,5,Current,437076.99,INACTIVE
39348,43312,5,Current,401912.97,ACTIVE
39349,18425,4,Savings,13140.26,ACTIVE
39350,39613,5,Savings,399150.08,INACTIVE
39351,16418,3,Current,66101.4,ACTIVE
39352,15788,3,Current,317232.35,INACTIVE
39353,979,1,Savings,415615.44,INACTIVE
39354,7331,5,Current,399397.39,INACTIVE
39355,9739,5,Current,399309.91,INACTIVE
39356,40542,3,Savings,124195.77,ACTIVE
39357,49973,2,Current,188087.57,ACTIVE
39358,7099,2,Current,128383.18,INACTIVE
39359,20803,5,Savings,432153.83,ACTIVE
39360,8534,3,Current,152411.1,INACTIVE
39361,18446,3,Savings,470504.58,INACTIVE
39362,45731,4,Current,22505.12,INACTIVE
39363,31918,3,Savings,422566.98,ACTIVE
39364,46330,3,Savings,86076.31,ACTIVE
39365,2275,5,Current,337900.24,ACTIVE
39366,771,2,Current,19017.95,ACTIVE
39367,3143,2,Savings,151579.78,ACTIVE
39368,40759,2,Current,424268.19,INACTIVE
39369,42161,2,Current,369819.33,ACTIVE
39370,39989,3,Current,362034.74,INACTIVE
39371,24007,1,Savings,429186.68,INACTIVE
39372,19798,2,Savings,104022.21,ACTIVE
39373,48425,4,Savings,212436.88,INACTIVE
39374,32944,5,Current,251969.07,ACTIVE
39375,4621,5,Savings,181049.61,INACTIVE
39376,18393,2,Savings,141262.75,ACTIVE
39377,11649,5,Savings,455912.35,INACTIVE
39378,5284,5,Current,365631.11,ACTIVE
39379,47188,2,Current,230114.26,INACTIVE
39380,29894,1,Savings,197031.64,INACTIVE
39381,48654,1,Savings,119215.38,INACTIVE
39382,18085,5,Current,385025.64,ACTIVE
39383,32327,1,Savings,55273.52,INACTIVE
39384,10614,2,Savings,372174.66,INACTIVE
39385,32577,2,Savings,487031.84,ACTIVE
39386,24747,2,Current,301973.99,ACTIVE
39387,38294,4,Current,76741.6,INACTIVE
39388,12086,5,Current,447990.29,INACTIVE
39389,15703,3,Savings,373162.23,INACTIVE
39390,20681,2,Current,165360.86,INACTIVE
39391,3373,5,Current,241285.25,ACTIVE
39392,2900,3,Current,360601.75,ACTIVE
39393,32948,4,Savings,475874.03,ACTIVE
39394,47379,1,Current,414888.32,ACTIVE
39395,36763,4,Savings,341061.08,ACTIVE
39396,40553,2,Current,236402.16,INACTIVE
39397,46917,1,Current,167992.98,ACTIVE
39398,27346,4,Savings,122119.87,ACTIVE
39399,3197,1,Savings,375349.06,INACTIVE
39400,1949,5,Current,405397.51,ACTIVE
39401,13101,1,Current,71736.11,INACTIVE
39402,34712,4,Current,412824.17,ACTIVE
39403,7059,1,Current,163659.98,ACTIVE
39404,6731,2,Current,21420.16,ACTIVE
39405,20203,4,Current,79416.33,INACTIVE
39406,41092,5,Current,71579.67,ACTIVE
39407,26928,5,Current,95907.64,ACTIVE
39408,567,1,Savings,460684.48,ACTIVE
39409,38733,1,Savings,82710.56,INACTIVE
39410,41065,2,Current,39240.26,INACTIVE
39411,34175,5,Current,174771.65,INACTIVE
39412,31998,1,Current,385536.95,INACTIVE
39413,29542,2,Current,139897.71,INACTIVE
39414,44881,2,Savings,14475.5,ACTIVE
39415,16777,1,Current,145598.82,ACTIVE
39416,7999,5,Current,2852.34,INACTIVE
39417,25787,1,Savings,440530.3,INACTIVE
39418,24199,1,Current,488532.0,ACTIVE
39419,5123,4,Savings,483169.1,INACTIVE
39420,16771,1,Current,42202.83,ACTIVE
39421,32011,1,Current,132710.01,INACTIVE
39422,19767,4,Current,299409.17,ACTIVE
39423,15600,3,Current,57006.42,INACTIVE
39424,10675,1,Savings,9174.12,ACTIVE
39425,29833,3,Current,103269.49,ACTIVE
39426,23790,1,Savings,442439.01,INACTIVE
39427,35499,5,Savings,167864.01,INACTIVE
39428,27380,1,Current,323671.47,INACTIVE
39429,23864,2,Current,11392.64,INACTIVE
39430,11409,1,Savings,372021.26,ACTIVE
39431,12989,4,Savings,402410.27,ACTIVE
39432,2838,5,Savings,203285.43,INACTIVE
39433,42312,5,Current,387678.27,INACTIVE
39434,32150,5,Savings,478299.34,ACTIVE
39435,20204,1,Savings,354210.23,ACTIVE
39436,21483,3,Savings,152942.79,ACTIVE
39437,4312,1,Current,149164.94,INACTIVE
39438,32964,5,Current,193620.91,ACTIVE
39439,37400,2,Current,102931.41,INACTIVE
39440,27935,2,Current,258349.95,INACTIVE
39441,4152,4,Savings,117802.6,ACTIVE
39442,23527,2,Savings,412016.69,INACTIVE
39443,13852,3,Current,272517.21,INACTIVE
39444,23116,3,Current,283263.35,ACTIVE
39445,39337,5,Current,340797.93,ACTIVE
39446,3864,4,Savings,7062.08,ACTIVE
39447,38789,2,Current,241887.05,INACTIVE
39448,4749,4,Savings,406145.25,ACTIVE
39449,35408,2,Savings,169656.64,INACTIVE
39450,37232,4,Savings,428553.51,INACTIVE
39451,20433,4,Savings,92279.46,INACTIVE
39452,11111,3,Current,487576.87,ACTIVE
39453,1187,3,Savings,307023.54,ACTIVE
39454,1164,2,Savings,401616.33,INACTIVE
39455,15016,3,Current,99417.95,ACTIVE
39456,43013,4,Current,171561.4,INACTIVE
39457,11719,3,Savings,229006.7,INACTIVE
39458,11685,3,Current,494008.6,ACTIVE
39459,45331,2,Current,274317.59,INACTIVE
39460,19029,4,Savings,5242.25,INACTIVE
39461,971,5,Current,78220.9,ACTIVE
39462,17532,4,Current,168665.65,ACTIVE
39463,31608,4,Savings,425811.13,ACTIVE
39464,16036,5,Savings,244643.72,ACTIVE
39465,1414,2,Savings,132363.38,ACTIVE
39466,1759,5,Savings,403784.36,ACTIVE
39467,23275,4,Savings,457675.2,ACTIVE
39468,43705,5,Savings,168400.23,INACTIVE
39469,48004,2,Current,103687.15,INACTIVE
39470,26238,1,Current,228842.09,INACTIVE
39471,31991,3,Current,373389.22,INACTIVE
39472,44838,2,Savings,378020.68,INACTIVE
39473,18574,3,Savings,123393.02,INACTIVE
39474,27973,2,Savings,60197.35,ACTIVE
39475,25092,5,Savings,122554.13,ACTIVE
39476,44532,3,Savings,167077.3,ACTIVE
39477,12637,5,Savings,361073.47,ACTIVE
39478,48879,4,Current,261671.68,ACTIVE
39479,8705,4,Current,218068.12,ACTIVE
39480,6359,3,Savings,27239.44,ACTIVE
39481,26977,1,Current,459457.76,ACTIVE
39482,38288,4,Savings,388493.06,INACTIVE
39483,12570,3,Savings,1484.2,ACTIVE
39484,16296,3,Savings,362274.42,ACTIVE
39485,44430,4,Savings,54309.21,ACTIVE
39486,25640,5,Savings,240237.64,INACTIVE
39487,13317,5,Savings,4064.91,ACTIVE
39488,48396,4,Savings,50527.17,ACTIVE
39489,49653,3,Savings,36768.74,ACTIVE
39490,15704,1,Savings,29512.18,INACTIVE
39491,13493,4,Savings,408940.04,INACTIVE
39492,23149,3,Current,227132.03,INACTIVE
39493,15914,4,Current,216304.3,INACTIVE
39494,13695,5,Savings,240289.17,ACTIVE
39495,20655,4,Savings,280314.94,INACTIVE
39496,4934,3,Current,280198.21,INACTIVE
39497,25327,3,Savings,101078.71,ACTIVE
39498,8384,2,Current,341168.07,ACTIVE
39499,15110,1,Current,147852.14,ACTIVE
39500,44366,3,Current,478569.05,INACTIVE
39501,33624,4,Current,253885.92,ACTIVE
39502,11304,4,Current,404233.51,INACTIVE
39503,45436,5,Savings,262193.3,INACTIVE
39504,21759,5,Current,448354.0,INACTIVE
39505,454,4,Current,234661.79,ACTIVE
39506,16217,2,Current,193849.01,ACTIVE
39507,32155,4,Current,204456.68,ACTIVE
39508,8209,5,Current,54677.47,ACTIVE
39509,10480,4,Current,158642.46,ACTIVE
39510,20295,1,Current,446865.06,ACTIVE
39511,17319,3,Current,265512.73,ACTIVE
39512,31358,5,Savings,26835.12,INACTIVE
39513,19814,3,Current,104452.21,INACTIVE
39514,18990,1,Current,394646.94,INACTIVE
39515,5135,4,Savings,483951.9,INACTIVE
39516,26914,1,Current,481679.09,INACTIVE
39517,42644,3,Savings,97999.77,INACTIVE
39518,49880,5,Savings,432683.52,INACTIVE
39519,20059,2,Savings,468213.82,ACTIVE
39520,2222,1,Current,172491.62,ACTIVE
39521,2334,1,Savings,147511.5,ACTIVE
39522,26709,5,Savings,148342.41,ACTIVE
39523,41699,1,Current,58459.06,INACTIVE
39524,8866,4,Savings,171201.38,INACTIVE
39525,23935,5,Savings,382729.68,ACTIVE
39526,13979,4,Current,95337.99,ACTIVE
39527,38253,2,Savings,299187.36,ACTIVE
39528,42470,3,Savings,175980.99,INACTIVE
39529,45098,2,Current,311279.55,INACTIVE
39530,48153,4,Savings,473070.88,ACTIVE
39531,28570,3,Savings,263646.0,INACTIVE
39532,30814,2,Current,218411.98,ACTIVE
39533,41072,5,Savings,425837.63,INACTIVE
39534,41186,1,Current,64158.78,ACTIVE
39535,45612,3,Current,23142.74,ACTIVE
39536,4796,3,Current,312388.56,ACTIVE
39537,19449,5,Current,169569.25,ACTIVE
39538,45127,2,Current,256934.61,ACTIVE
39539,25907,1,Current,42346.12,INACTIVE
39540,45398,5,Current,25452.1,INACTIVE
39541,2543,1,Savings,193483.58,INACTIVE
39542,1672,2,Current,54844.17,INACTIVE
39543,32092,5,Savings,372038.65,ACTIVE
39544,20642,4,Savings,385345.64,ACTIVE
39545,26357,4,Current,437610.51,INACTIVE
39546,6136,2,Savings,76376.23,ACTIVE
39547,31733,3,Savings,187324.9,ACTIVE
39548,12635,4,Savings,246070.37,ACTIVE
39549,35342,3,Current,140357.28,ACTIVE
39550,15354,3,Current,324556.7,ACTIVE
39551,2469,1,Current,211736.6,INACTIVE
39552,24350,2,Savings,79936.58,ACTIVE
39553,43447,1,Savings,14940.52,INACTIVE
39554,32603,3,Current,127841.68,INACTIVE
39555,44070,5,Savings,177139.36,INACTIVE
39556,813,4,Savings,67816.96,INACTIVE
39557,41034,4,Savings,494339.05,INACTIVE
39558,40264,3,Current,496318.76,INACTIVE
39559,12730,2,Savings,276339.41,INACTIVE
39560,30391,4,Savings,359744.66,ACTIVE
39561,31789,2,Savings,320092.65,INACTIVE
39562,2950,5,Savings,409372.24,INACTIVE
39563,27946,5,Savings,398625.93,INACTIVE
39564,26867,3,Savings,370668.94,ACTIVE
39565,41416,2,Current,265683.49,INACTIVE
39566,44365,4,Current,189260.85,INACTIVE
39567,29672,3,Savings,115628.43,ACTIVE
39568,8640,1,Savings,122038.58,INACTIVE
39569,2175,5,Savings,491998.6,ACTIVE
39570,1537,4,Savings,43136.69,INACTIVE
39571,26376,1,Savings,171817.83,INACTIVE
39572,42779,4,Savings,485228.3,INACTIVE
39573,47192,3,Savings,439864.77,ACTIVE
39574,13030,1,Savings,224881.7,INACTIVE
39575,27297,5,Savings,88548.82,INACTIVE
39576,48801,2,Current,467922.95,ACTIVE
39577,35600,2,Current,278506.72,INACTIVE
39578,10561,2,Current,402500.57,INACTIVE
39579,24126,4,Current,434760.91,ACTIVE
39580,6708,1,Current,204301.62,ACTIVE
39581,4943,1,Savings,133376.25,INACTIVE
39582,16849,3,Savings,425086.3,ACTIVE
39583,912,4,Savings,116321.34,INACTIVE
39584,34847,4,Savings,104064.88,INACTIVE
39585,40518,4,Current,251652.41,INACTIVE
39586,40769,4,Current,17467.34,ACTIVE
39587,8304,5,Savings,253371.27,ACTIVE
39588,35914,2,Current,361636.49,INACTIVE
39589,16207,5,Savings,390540.57,INACTIVE
39590,21012,4,Current,418076.75,INACTIVE
39591,42895,2,Current,62490.34,INACTIVE
39592,16214,3,Current,418669.12,ACTIVE
39593,35594,4,Savings,232025.2,INACTIVE
39594,30614,2,Savings,143006.48,INACTIVE
39595,32347,5,Savings,326827.8,INACTIVE
39596,6568,5,Savings,115851.38,INACTIVE
39597,45587,5,Savings,104249.54,ACTIVE
39598,44064,3,Savings,273523.5,INACTIVE
39599,19119,2,Savings,407859.57,ACTIVE
39600,33425,3,Current,324454.14,ACTIVE
39601,38396,3,Current,339387.22,ACTIVE
39602,21795,5,Savings,46563.84,ACTIVE
39603,8501,3,Savings,91850.23,INACTIVE
39604,44188,2,Current,320523.04,ACTIVE
39605,42780,3,Savings,229703.8,INACTIVE
39606,40595,1,Current,363169.45,ACTIVE
39607,47592,5,Savings,315297.88,INACTIVE
39608,44240,3,Current,474494.98,ACTIVE
39609,41935,3,Current,236882.96,INACTIVE
39610,28227,5,Current,232205.17,INACTIVE
39611,26804,1,Current,96331.53,ACTIVE
39612,28169,4,Savings,461830.86,ACTIVE
39613,40435,3,Current,140287.46,INACTIVE
39614,25976,2,Savings,325618.91,INACTIVE
39615,17927,5,Savings,7390.71,INACTIVE
39616,290,5,Savings,291905.29,INACTIVE
39617,45815,5,Current,495113.05,ACTIVE
39618,48694,4,Savings,228477.89,INACTIVE
39619,1103,2,Savings,308881.18,INACTIVE
39620,21066,2,Current,52416.93,INACTIVE
39621,19254,1,Savings,149562.65,INACTIVE
39622,45516,5,Current,327138.83,ACTIVE
39623,28589,5,Savings,35654.0,ACTIVE
39624,16243,4,Savings,300567.17,ACTIVE
39625,12543,1,Current,372911.21,INACTIVE
39626,8323,5,Savings,447117.71,INACTIVE
39627,9012,1,Savings,325194.79,ACTIVE
39628,46213,5,Savings,294102.25,INACTIVE
39629,23335,1,Current,400879.71,ACTIVE
39630,33187,1,Current,417066.4,ACTIVE
39631,4483,1,Savings,338878.38,ACTIVE
39632,18445,5,Savings,365005.84,INACTIVE
39633,49373,4,Savings,79591.35,INACTIVE
39634,4484,3,Savings,236620.57,ACTIVE
39635,3016,5,Savings,421841.82,INACTIVE
39636,23458,2,Savings,381727.93,ACTIVE
39637,12913,4,Savings,200995.56,INACTIVE
39638,47118,3,Current,359965.96,INACTIVE
39639,47081,2,Current,136509.72,INACTIVE
39640,15735,1,Current,87236.26,ACTIVE
39641,18025,4,Current,74704.74,ACTIVE
39642,12863,3,Savings,416755.15,INACTIVE
39643,2788,5,Savings,200174.14,INACTIVE
39644,10052,1,Current,228079.43,INACTIVE
39645,48154,5,Current,232583.04,ACTIVE
39646,48548,1,Savings,214841.54,INACTIVE
39647,34888,4,Current,477521.99,INACTIVE
39648,45320,4,Savings,389345.19,ACTIVE
39649,26239,5,Current,183141.28,INACTIVE
39650,48720,5,Current,76192.78,ACTIVE
39651,7785,4,Savings,480839.06,INACTIVE
39652,43050,1,Current,2431.49,ACTIVE
39653,11478,2,Current,448537.84,INACTIVE
39654,26719,3,Savings,147760.45,ACTIVE
39655,37875,4,Savings,32771.12,ACTIVE
39656,29470,4,Current,27680.66,ACTIVE
39657,37919,5,Savings,306417.54,ACTIVE
39658,9307,2,Current,271837.36,ACTIVE
39659,12166,2,Current,221579.09,INACTIVE
39660,7281,5,Savings,20109.96,INACTIVE
39661,26915,4,Current,172821.28,INACTIVE
39662,19229,4,Current,454526.04,ACTIVE
39663,22532,4,Savings,421836.88,INACTIVE
39664,19915,3,Current,475665.85,ACTIVE
39665,35831,4,Current,334264.39,INACTIVE
39666,18868,3,Current,345627.26,ACTIVE
39667,4349,2,Savings,489914.51,INACTIVE
39668,40101,5,Current,179589.38,INACTIVE
39669,23719,1,Savings,497579.41,INACTIVE
39670,47902,2,Savings,102946.58,ACTIVE
39671,40495,5,Savings,305131.81,INACTIVE
39672,43515,4,Savings,287444.56,INACTIVE
39673,45665,5,Savings,127525.66,ACTIVE
39674,14886,3,Current,387217.98,ACTIVE
39675,48067,1,Savings,225594.01,INACTIVE
39676,33656,2,Savings,114209.52,ACTIVE
39677,11541,4,Current,206641.54,INACTIVE
39678,23502,4,Current,20781.23,ACTIVE
39679,31117,3,Savings,306800.06,ACTIVE
39680,39719,5,Savings,72702.17,ACTIVE
39681,48852,5,Current,148345.37,INACTIVE
39682,27023,5,Current,419978.7,ACTIVE
39683,47312,2,Current,277323.13,ACTIVE
39684,37569,4,Savings,437705.15,INACTIVE
39685,43182,5,Current,384396.38,ACTIVE
39686,35352,4,Current,254157.12,ACTIVE
39687,18951,4,Savings,488352.53,INACTIVE
39688,43953,4,Current,92423.68,INACTIVE
39689,10573,5,Savings,406191.12,INACTIVE
39690,16619,3,Current,163888.12,INACTIVE
39691,31761,5,Current,44853.78,ACTIVE
39692,41084,5,Current,67969.11,ACTIVE
39693,36507,4,Savings,99755.64,INACTIVE
39694,24446,1,Current,328091.67,INACTIVE
39695,38268,5,Current,64919.17,ACTIVE
39696,46601,2,Savings,229958.68,INACTIVE
39697,22821,2,Savings,444353.72,INACTIVE
39698,47066,3,Savings,245262.77,INACTIVE
39699,23861,3,Savings,262073.45,INACTIVE
39700,12326,1,Savings,51347.72,ACTIVE
39701,5326,2,Savings,414253.36,ACTIVE
39702,28772,2,Current,392808.34,INACTIVE
39703,25853,3,Current,426819.69,INACTIVE
39704,46469,3,Current,480234.32,INACTIVE
39705,5364,2,Current,275806.53,INACTIVE
39706,7364,4,Current,426057.93,ACTIVE
39707,31296,2,Savings,206771.97,ACTIVE
39708,24492,3,Current,75720.65,ACTIVE
39709,44869,3,Current,478175.74,INACTIVE
